Время,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:45:00,2,0.70,60,60,0
2023-03-20 02:45:00,7,2.23,67,72,0
,,,,,
2023-03-20 02:40:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:40:00,13,3.74,45,49,0
2023-03-20 02:40:00,5,3.33,29,29,0
2023-03-20 02:40:00,8,4.16,62,70,0
,,,,,
2023-03-20 02:35:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:35:00,5,0.92,36,36,0
2023-03-20 02:35:00,1,0.32,0,0,0
2023-03-20 02:35:00,4,1.53,72,72,0
,,,,,
2023-03-20 02:30:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:30:00,16,2.28,56,68,0
2023-03-20 02:30:00,8,1.81,46,62,0
2023-03-20 02:30:00,8,2.75,67,75,0
,,,,,
2023-03-20 02:25:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:25:00,17,3.13,57,64,0
2023-03-20 02:25:00,6,2.03,31,31,0
2023-03-20 02:25:00,11,4.24,83,96,0
,,,,,
2023-03-20 02:20:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:20:00,9,1.12,55,58,0
2023-03-20 02:20:00,3,0.73,48,50,0
2023-03-20 02:20:00,6,1.52,61,65,0
,,,,,
2023-03-20 02:15:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:15:00,13,2.31,70,70,0
2023-03-20 02:15:00,6,1.31,63,63,0
2023-03-20 02:15:00,7,3.32,76,76,0
,,,,,
2023-03-20 02:10:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:10:00,8,1.59,62,76,0
2023-03-20 02:10:00,4,1.01,65,83,0
2023-03-20 02:10:00,4,2.17,59,69,0
,,,,,
2023-03-20 02:05:00,Автомобилей,"Занятость, %","Ср.скорость, км/ч","85 процентиль, км/ч","Разрыв, сек"
2023-03-20 02:05:00,13,2.19,55,55,0
2023-03-20 02:05:00,4,1.32,46,46,0
